몬스터ID,몬스터명,MVP,레벨,종족,속성,드롭1,확률1,드롭2,확률2,드롭3,확률3,드롭4,확률4,드롭5,확률5,드롭6,확률6,드롭7,확률7,드롭8,확률8,MVP드롭1,MVP확률1,MVP드롭2,MVP확률2,MVP드롭3,MVP확률3
2070,Piranha,,75,어류,물,Gill,6.00%,Mistic_Frozen,0.05%,Sharp_Scale,90.00%,Tooth_Of_Ancient_Fish,5.00%,Lip_Of_Ancient_Fish,5.00%,Scalpel,0.01%,Fisherman's_Dagger,0.05%,,,,,,,,
2082,Piranha,,75,어류,물,,,,,,,,,,,,,,,,,,,,,,
1203,Mysteltainn,,76,무형,어둠,Loki's_Whispers,0.01%,Biotite,15.00%,Slayer_,0.70%,Bastard_Sword_,0.40%,Claymore,0.02%,Steel,1.20%,Oridecon,2.43%,Mysteltainn_Card,0.01%,,,,,,
1307,Cat o' Nine Tails,,76,악마,불,Puppy_Love,0.01%,Silver_Knife_Of_Chaste,1.50%,Punisher,0.05%,Elunium,6.00%,Oridecon,8.00%,Gold,0.06%,Old_Violet_Box,0.01%,Cat_O_Nine_Tail_Card,0.01%,,,,,,
1485,Mysteltainn,,76,무형,어둠,,,,,,,,,,,,,,,,,,,,,,
1716,Acidus,,76,드래곤,바람,Blue_Potion,1.50%,Dragon_Canine,40.00%,Blue_Herb,1.50%,Dragon_Scale,35.89%,Dragonball_Blue,8.00%,Rough_Wind,0.20%,Dragonball_Blue,1.00%,Acidus__Card,0.01%,,,,,,
1759,Acidus,,76,드래곤,바람,,,,,,,,,,,,,,,,,,,,,,
1837,Fire Imp,,76,악마,불,Hot_Hair,30.00%,Huuma_Blaze,0.03%,Live_Coal,25.00%,Heart_Breaker,0.10%,Electric_Eel,0.25%,Flaming_Ice,0.20%,Imp_Card,0.01%,,,,,,,,
1087,Orc Hero,★MVP,77,인간형,땅,Voucher_Of_Orcish_Hero,97.00%,Monkey_Circlet,5.00%,Right_Epsilon,1.50%,Shield_,2.50%,Orcish_Sword,10.00%,Elunium,45.59%,Giant_Axe,1.00%,Orc_Hero_Card,0.01%,Red_Jewel,20.00%,Yggdrasilberry,15.00%,Steel,50.00%
1251,Stormy Knight,★MVP,77,무형,바람,Zephyrus,1.50%,Old_Blue_Box,30.00%,Old_Violet_Box,40.00%,Ring_,2.00%,Manteau_,5.00%,Elunium,45.59%,Loard_Circlet,0.01%,Knight_Windstorm_Card,0.01%,Skyblue_Jewel,45.00%,Boots_,5.00%,Mistic_Frozen,30.00%
1302,Dark Illusion,,77,악마,불사,Bone_Wand,0.03%,Bone_Helm,0.02%,Ragamuffin_Cape,0.03%,Brigan,53.35%,Fruit_Of_Mastela,1.20%,White_Herb,15.50%,Broad_Sword_,0.02%,Dark_Illusion_Card,0.01%,,,,,,
1366,Lava Golem,,77,무형,불,Cold_Magma,45.59%,Burning_Heart,36.86%,Plate_Armor_,0.01%,Plate_Armor,0.02%,White_Herb,25.00%,Magma_Fist,0.20%,Lava_Golem_Card,0.01%,,,,,,,,
1549,Lava Golem,,77,무형,불,,,,,,,,,,,,,,,,,,,,,,
1605,Dark Illusion,,77,악마,불사,,,,,,,,,,,,,,,,,,,,,,
1669,Dimik,,77,무형,무속성,Dimik_Card,0.01%,,,,,,,,,,,,,,,,,,,,
1675,Venatu,,77,무형,불,Venatu_Card,0.01%,,,,,,,,,,,,,,,,,,,,
1703,Lady Solace,,77,천사,성,Blue_Feather,2.00%,Ring_,0.01%,Stone_Of_Intelligence_,0.50%,Dark_Red_Jewel,10.00%,Harp_,0.50%,Harp,1.00%,Cursed_Seal,0.50%,Solace_Card,0.01%,,,,,,
1864,Zombie Slaughter,,77,언데드,불사,Clattering_Skull,30.00%,Platinum_Shotel,0.10%,Mementos,15.00%,Broken_Farming_Utensil,30.00%,Sticky_Mucus,30.00%,Zombie_Slaughter_Card,0.01%,,,,,,,,,,
1038,Osiris,★MVP,78,언데드,불사,Old_Violet_Box,20.00%,Assasin_Dagger,1.50%,Crown,2.00%,Jamadhar_,6.00%,Sacred_Marks,10.00%,Spinx_Helm,1.50%,Cakram,1.00%,Osiris_Card,0.01%,Old_Blue_Box,40.00%,Seed_Of_Yggdrasil,30.00%,Osiris_Doll,5.00%
1379,Nightmare Terror,,78,악마,어둠,Burning_Horse_Shoe,49.47%,Rosary_,0.01%,Rosary,0.30%,Blue_Potion,0.50%,Blue_Herb,1.50%,Ghost_Scroll_1_5,1.00%,Infiltrator,0.01%,Nightmare_Terror_Card,0.01%,,,,,,
1554,Nightmare Terror,,78,악마,어둠,,,,,,,,,,,,,,,,,,,,,,
1678,Venatu,,78,무형,땅,Screw,20.00%,Piece_Of_Crest3,4.00%,Steel,3.00%,Mystery_Piece,3.00%,Hyper_Changer,0.10%,Elunium,0.10%,High_end_Cooking_Kits,1.00%,Venatu_Card,0.01%,,,,,,
1148,Medusa,,79,악마,무속성,Slender_Snake,53.35%,Whip_Of_Red_Flame,2.50%,Animal_Blood,2.00%,Sea_Witch_Foot,0.20%,Scarlet_Jewel,2.50%,Turtle_Shell,35.00%,Penetration,0.03%,Medusa_Card,0.01%,,,,,,
1198,Dark Priest,,79,악마,불사,Book_Of_The_Apocalypse,0.05%,Rosary,0.30%,Blue_Potion,1.00%,Red_Gemstone,4.50%,Sacred_Marks,0.50%,Glittering_Clothes,0.05%,Cursed_Dagger,0.01%,Dark_Priest_Card,0.01%,,,,,,
1219,Abysmal Knight,,79,인간형,어둠,Reins,53.35%,Blade_Lost_In_Darkness,0.05%,Clothes_Of_The_Lord,0.01%,Battle_Hook,0.25%,Broad_Sword_,0.01%,Elunium,3.69%,Oridecon,2.59%,Knight_Of_Abyss_Card,0.01%,,,,,,
1658,Egnigem Cenia,★MVP,79,인간형,불,Broad_Sword_,10.00%,Gift_Box,50.00%,Old_Blue_Box,50.00%,Schweizersabel,10.00%,Formal_Suit,10.00%,Boots_,10.00%,Nagan,10.00%,B_Ygnizem_Card,0.01%,Old_Violet_Box,55.00%,Old_Blue_Box,50.00%,Crystal_Jewel__,20.00%
1668,Archdam,,79,인간형,무속성,Screw,50.00%,Steel,5.00%,Oridecon,2.00%,Elunium,2.00%,Gate_Keeper,0.05%,Gate_KeeperDD,0.05%,Archdam_Card,0.01%,,,,,,,,
1670,Dimik,,79,무형,바람,Old_Steel_Plate,20.00%,Transparent_Plate01,0.50%,Steel,3.00%,Mystery_Piece,3.00%,Dusk,0.05%,Oridecon,0.10%,Imperial_Cooking_Kits,0.50%,Dimik_Card,0.01%,,,,,,
1702,Baroness of Retribution,,79,천사,어둠,Red_Feather,4.00%,Ring_,0.01%,Stone_Of_Intelligence_,0.50%,Cardinal_Jewel,10.00%,Manteau_,0.05%,Two_Hand_Sword_,0.10%,Cursed_Seal,0.50%,Retribution_Card,0.01%,,,,,,
1749,Medusa,,79,악마,무속성,,,,,,,,,,,,,,,,,,,,,,
1893,Abysmal Knight,,79,인간형,어둠,,,,,,,,,,,,,,,,,,,,,,
1967,Egnigem Cenia,,79,인간형,불,,,,,,,,,,,,,,,,,,,,,,
2069,Iara,,79,어류,물,Mistic_Frozen,0.05%,Heart_Of_Mermaid,90.00%,Fin,5.00%,Witherless_Rose,0.50%,Crystal_Mirror,1.00%,Illusion_Flower,0.10%,Mage_Coat,0.01%,,,,,,,,
1272,Dark Lord,★MVP,80,악마,불사,Bone_Wand,8.00%,Kronos,1.00%,Grimtooth_,3.00%,Mage_Coat,3.00%,Cape_Of_Ancient_Lord,1.00%,Elunium,51.41%,Bone_Helm_,0.10%,Dark_Lord_Card,0.01%,Skull,60.00%,Blue_Coif_,5.00%,Old_Violet_Box,20.00%
1672,Dimik,,80,무형,땅,Old_Steel_Plate,20.00%,Transparent_Plate03,0.50%,Steel,3.00%,Mystery_Piece,3.00%,Hyper_Changer,0.10%,Oridecon,0.10%,Imperial_Cooking_Kits,0.50%,Dimik_Card,0.01%,,,,,,
1677,Venatu,,80,무형,바람,Screw,20.00%,Piece_Of_Crest2,5.00%,Steel,3.00%,Mystery_Piece,3.00%,Long_Barrel_,0.10%,Elunium,0.10%,High_end_Cooking_Kits,1.00%,Venatu_Card,0.01%,,,,,,
1701,Mistress of Shelter,,80,천사,성,Red_Feather,2.00%,Cursed_Seal,0.01%,Stone_Of_Intelligence_,0.50%,Scarlet_Jewel,10.00%,Skull,10.00%,Cursed_Seal,0.50%,Shelter_Card,0.01%,,,,,,,,
1713,Acidus,,80,드래곤,성,Orange,51.00%,Dragon_Canine,40.00%,Treasure_Box,0.05%,Dragon_Scale,35.89%,Dragonball_Yellow,8.00%,Inverse_Scale,0.10%,Stone_Buckler,0.50%,Acidus_Card,0.01%,,,,,,
1757,Acidus,,80,드래곤,성,,,,,,,,,,,,,,,,,,,,,,
1814,Moonlight Flower,,80,동물,불,,,,,,,,,,,,,,,,,,,,,,
1830,Bow Master,,80,인간형,무속성,Broken_Armor_Piece,30.00%,Luna_Bow,0.30%,Bow,0.50%,Sniping_Suit,0.20%,Orleans_Glove,0.04%,Bow_Guardian_Card,0.01%,,,,,,,,,,
1871,Fallen Bishop Hibram,★MVP,80,악마,어둠,Holy_Water,100.00%,Long_Horn,10.00%,Spiritual_Ring,5.00%,Hunting_Spear,10.00%,Elunium,54.32%,Blessed_Wand,20.00%,Fallen_Bishop_Card,0.01%,,,Yggdrasilberry,55.00%,Seed_Of_Yggdrasil,35.00%,Crystal_Jewel__,20.00%
1875,Dead King,,80,언데드,불사,Broken_Crown,90.00%,Sticky_Mucus,90.00%,,,,,,,,,,,,,,,,,,
1932,Garden Keeper,,80,무형,땅,Crystal_Key,90.00%,,,,,,,,,,,,,,,,,,,,
1950,Camp Guardian,,80,인간형,무속성,,,,,,,,,,,,,,,,,,,,,,
1995,Pinguicula,,80,식물,땅,Pinguicula_Corsage,0.01%,Whip_Of_Balance,0.10%,Centimental_Leaf,0.10%,Sharp_Leaf,50.00%,Great_Leaf,20.00%,Browny_Root,30.00%,Flower,10.00%,,,,,,,,
1999,Centipede Larva,,80,곤충,독,Boots_,0.09%,Crystal_Jewel__,0.50%,Short_Leg,53.35%,Zargon,50.00%,Worm_Peelings,90.00%,Solid_Shell,25.00%,Centipede_Larva_Card,0.01%,,,,,,,,
2031,Dandelion,,80,인간형,어둠,Pope's_Cookie,50.00%,,,,,,,,,,,,,,,,,,,,
2071,Headless Mule,,80,악마,불,Burning_Horse_Shoe,40.00%,Plate_Armor_,0.05%,Burning_Heart,10.00%,Hot_Hair,10.00%,Inverse_Scale,0.01%,Plate_Armor_,0.01%,Jamadhar_,0.02%,,,,,,,,
1039,Baphomet,★MVP,81,악마,어둠,Crescent_Scythe,4.00%,Magestic_Goat,3.00%,Crescent_Scythe_,0.50%,Emperium,5.00%,Magestic_Goat_,0.10%,Elunium,54.32%,Oridecon,41.71%,Baphomet_Card,0.01%,Yggdrasilberry,20.00%,Baphomet_Doll,5.00%,Evil_Horn,50.00%
1147,Maya,★MVP,81,곤충,땅,Queen's_Hair_Ornament,5.00%,Safety_Ring,2.00%,Tiara,2.00%,Armlet_Of_Obedience,5.00%,Mother's_Nightmare,0.10%,Elunium,35.00%,Dea_Staff,1.00%,Maya_Card,0.01%,Crystal_Jewel,20.00%,Old_Blue_Box,30.00%,Old_Violet_Box,20.00%
1289,Maya Purple,,81,곤충,땅,Cyfar,44.13%,Elunium_Stone,2.50%,Oridecon_Stone,3.00%,Gold,1.00%,Oridecon,1.50%,Queen's_Hair_Ornament,0.01%,Cookbook10,0.02%,Maya_Puple_Card,0.01%,,,,,,
1700,Dame of Sentinel,,81,천사,무속성,Blue_Feather,5.00%,Ring_,0.01%,Cursed_Seal,1.00%,Golden_Jewel,10.00%,Stone_Of_Intelligence_,1.00%,Hair_Band,0.10%,Golden_Bracelet,1.00%,Observation_Card,0.01%,,,,,,
1754,Skeggiold,,81,천사,성,Rune_Of_Darkness,60.00%,Angelic_Chain,0.01%,Soft_Feather,10.00%,Divine_Cross,0.25%,Rune_Of_Darkness,10.00%,Silk_Robe_,1.00%,Odin's_Blessing,1.00%,Skeggiold_Card,0.01%,,,,,,
1763,Skeggiold,,81,천사,성,Rune_Of_Darkness,5.00%,,,,,,,,,,,,,,,,,,,,
1867,Banshee,,81,악마,어둠,Old_White_Cloth,30.00%,Orleans_Gown,0.10%,Scalpel,0.10%,Wool_Scarf,0.10%,Mementos,15.00%,Brigan,53.35%,Banshee_Card,0.01%,,,,,,,,
1868,Banshee,,81,악마,어둠,,,,,,,,,,,,,,,,,,,,,,
1897,Baphomet,,81,악마,어둠,,,,,,,,,,,,,,,,,,,,,,
1933,Garden Watcher,,81,천사,무속성,,,,,,,,,,,,,,,,,,,,,,
1268,Bloody Knight,,82,무형,어둠,Brigan,48.50%,Helm_,0.45%,Plate_Armor_,0.05%,Strong_Shield,0.62%,Katzbalger,0.01%,Pole_Axe,0.02%,Elunium,4.33%,Bloody_Knight_Card,0.01%,,,,,,
1569,Bloody Knight,,82,무형,어둠,,,,,,,,,,,,,,,,,,,,,,
1638,Cecil Damon,,82,인간형,바람,Armlet_Of_Prisoner,30.00%,Imma_Arrow_Container,1.10%,Tights_,0.10%,CrossBow_,1.00%,Ori_Arrow_Container,1.50%,Old_Blue_Box,0.50%,Falken_Blitz,0.01%,Shecil_Card,0.01%,,,,,,
1673,Dimik,,82,무형,불,Old_Steel_Plate,20.00%,Transparent_Plate04,0.50%,Steel,3.00%,Mystery_Piece,3.00%,Hyper_Changer,0.10%,Oridecon,0.10%,Imperial_Cooking_Kits,0.50%,Dimik_Card,0.01%,,,,,,
1723,Cecil Damon,,82,인간형,바람,,,,,,,,,,,,,,,,,,,,,,
1785,Atroce,★MVP,82,동물,어둠,Bloody_Rune,70.00%,Seed_Of_Yggdrasil,10.00%,Ring_,10.00%,Old_Violet_Box,50.00%,Yggdrasilberry,50.00%,Ulle_Cap,1.00%,Altas_Weapon,1.00%,Atroce_Card,0.01%,Yggdrasilberry,55.00%,Old_Violet_Box,50.00%,Old_Violet_Box,50.00%
1795,Bloody Knight,,82,천사,유령,Pole_Axe,1.00%,Grave_,1.00%,Pauldron,2.00%,Full_Plate_Armor_,3.00%,Celestial_Robe,2.00%,Survival_Rod2_,2.00%,Old_Violet_Box,70.00%,Anti_Spell_Bead,100.00%,,,,,,
1979,Zakudam,,82,인간형,무속성,Screw,50.00%,Steel,5.00%,Oridecon,2.00%,Elunium,2.00%,Gate_Keeper,0.05%,Gate_KeeperDD,0.05%,Improved_Tights,0.10%,,,,,,,,
2008,Woomawang,,82,악마,유령,,,,,,,,,,,,,,,,,,,,,,
2009,Woomawang,,82,악마,유령,Cowking's_Nose_Ring,100.00%,,,,,,,,,,,,,,,,,,,,
2013,Draco,,82,드래곤,땅,Dragon's_Mane,30.00%,Dragon's_Skin,1.00%,Dragon_Canine,1.00%,Dragon_Train,10.00%,Dragon_Scale,10.00%,Honey,5.00%,Draco_Card,0.01%,,,,,,,,
1636,Howard Alt-Eisen,,83,인간형,물,Armlet_Of_Prisoner,30.00%,Pauldron,0.01%,Vecer_Axe,0.01%,Two_Handed_Axe_,1.10%,Buckler_,0.10%,Clothes_Of_The_Lord,0.01%,Old_Blue_Box,0.50%,Harword_Card,0.01%,,,,,,
1706,Maero of Thanatos,,83,언데드,유령,Brigan,10.00%,Crystal_Jewel_,5.00%,Crystal_Jewel__,1.00%,Piece_Of_Memory_Purple,100.00%,Old_Card_Album,0.10%,Goibne's_Armor,10.00%,Tha_Maero_Card,0.01%,,,,,,,,
1707,Dolor of Thanatos,,83,언데드,유령,Brigan,10.00%,Crystal_Jewel_,5.00%,Crystal_Jewel__,1.00%,Piece_Of_Memory_Green,100.00%,Old_Card_Album,0.10%,Goibne's_Helmet,10.00%,Tha_Dolor_Card,0.01%,,,,,,,,
1711,Maero of Thanatos,,83,언데드,유령,Brigan,10.00%,Crystal_Jewel_,5.00%,Crystal_Jewel__,1.00%,,,,,,,,,,,,,,,,
1712,Dolor of Thanatos,,83,언데드,유령,Brigan,10.00%,Crystal_Jewel_,5.00%,Crystal_Jewel__,1.00%,,,,,,,,,,,,,,,,
1755,Skeggiold,,83,천사,성,Rune_Of_Darkness,60.00%,Angelic_Chain,0.01%,Soft_Feather,10.00%,Divine_Cross,0.25%,Rune_Of_Darkness,10.00%,Silk_Robe_,1.00%,Odin's_Blessing,1.00%,Skeggiold_Card,0.01%,,,,,,
1764,Skeggiold,,83,천사,성,Rune_Of_Darkness,5.00%,,,,,,,,,,,,,,,,,,,,
2015,Dark Pinguicula,,83,식물,독,Sharp_Leaf,50.00%,Great_Leaf,20.00%,Browny_Root,30.00%,Karvodailnirol,0.10%,Withered_Flower,10.00%,,,,,,,,,,,,
2016,Aqua Elemental,,83,무형,물,Crystalized_Teardrop,10.00%,Fluorescent_Liquid,50.00%,Tiny_Waterbottle,1.00%,Aqua_Elemental_Card,0.01%,,,,,,,,,,,,,,
1974,Banshee Master,,84,악마,어둠,Brigan,53.35%,Old_White_Cloth,30.00%,Orleans_Gown,0.10%,Cursed_Star,0.02%,Wool_Scarf,0.10%,Mementos,15.00%,Shadow_Guard,0.20%,Banshee_Master_Card,0.01%,,,,,,
1370,Succubus,,85,악마,어둠,Fruit_Of_Mastela,15.00%,Chrystal_Pumps,0.03%,Boy's_Naivety,0.01%,Diamond_Ring,2.50%,Horn_Of_Succubus,0.01%,Staff_Of_Soul,0.01%,Blue_Potion,10.00%,Succubus_Card,0.01%,,,,,,
1389,Dracula,★MVP,85,악마,어둠,Yggdrasilberry,47.00%,Wizardy_Staff,0.05%,Balistar,0.05%,Cape_Of_Ancient_Lord,0.15%,Ring_,0.04%,Book_Of_The_Apocalypse,0.04%,Dracula_Card,0.01%,,,Yggdrasilberry,55.00%,Crystal_Jewel__,50.00%,Fruit_Of_Mastela,50.00%
1530,Dracula,,85,악마,어둠,,,,,,,,,,,,,,,,,,,,,,
1630,White Lady,★MVP,85,인간형,바람,Long_Hair,55.00%,Old_Blue_Box,50.00%,Tantanmen,0.50%,Limpid_Celestial_Robe,30.00%,Soft_Silk_Cloth,10.00%,Red_Silk_Seal,1.00%,Tiara,0.10%,Bacsojin_Card,0.01%,Yggdrasilberry,55.00%,Celestial_Robe,20.00%,Old_Violet_Box,50.00%
1689,White Lady,,85,인간형,바람,,,,,,,,,,,,,,,,,,,,,,
1833,Kasa,,85,무형,불,Burning_Heart,30.00%,Hot_Hair,25.00%,Flame_Heart,0.30%,Lesser_Elemental_Ring,0.01%,Flame_Sprits_Armor,0.10%,Burning_Bow,0.10%,Piercing_Staff,0.10%,Kasa_Card,0.01%,,,,,,
1835,Kasa,,85,무형,불,,,,,,,,,,,,,,,,,,,,,,
1885,Gopinich,★MVP,85,동물,땅,Old_Violet_Box,40.00%,Ring_,2.00%,Int_Dish10,10.00%,Ixion_Wing,1.00%,Pole_Axe,0.05%,Treasure_Box,50.00%,Loard_Circlet,0.01%,,,Yggdrasilberry,55.00%,Old_Violet_Box,50.00%,Old_Violet_Box,50.00%
1890,The Immortal Koshei,,85,동물,땅,,,,,,,,,,,,,,,,,,,,,,
1980,Kublin,★MVP,85,인간형,땅,Iron,2.70%,Scell,90.00%,Oridecon_Stone,0.43%,Goblini_Mask,0.03%,Red_Herb,18.00%,,,,,,,Pickaxe,100.00%,,,,
1982,Orc Sniper,,85,인간형,땅,,,,,,,,,,,,,,,,,,,,,,
2020,Rhyncho,,85,무형,물,Fluorescent_Liquid,50.00%,Karvodailnirol,0.05%,Crystal_Of_Soul_01,5.00%,,,,,,,,,,,,,,,,
2021,Phylla,,85,무형,물,Fluorescent_Liquid,50.00%,Detrimindexta,0.05%,Crystal_Of_Soul_02,5.00%,,,,,,,,,,,,,,,,
1286,Knight Guardian,,86,인간형,무속성,,,,,,,,,,,,,,,,,,,,,,
1623,RSX-0806,★MVP,86,무형,무속성,Wheel,60.00%,House_Auger,0.10%,House_Auger_,0.01%,Old_Violet_Box,10.00%,Headlamp,50.00%,Counter_Dagger,0.50%,Spanner,0.20%,Rsx_0806_Card,0.01%,Yggdrasilberry,55.00%,Dark_Blindfold,35.00%,Crystal_Jewel__,55.00%
1829,Sword Master,,86,인간형,무속성,Broken_Armor_Piece,30.00%,Doom_Slayer,0.30%,Claymore,0.50%,Zweihander,0.01%,Platinum_Shield,0.10%,Muscle_Cutter,0.50%,Sword_Guardian_Card,0.01%,,,,,,,,
1839,Byorgue,,86,인간형,무속성,Drill_Katar,0.50%,Assassin_Mask_,0.03%,Scalpel,1.50%,Agi_Dish07,5.00%,Old_Blue_Box,0.40%,Rider_Insignia_,0.01%,Vroken_Sword,43.65%,Byorgue_Card,0.01%,,,,,,
1899,Sword Guardian,,86,인간형,무속성,,,,,,,,,,,,,,,,,,,,,,
1949,Camp Guardian,,86,인간형,무속성,,,,,,,,,,,,,,,,,,,,,,
1978,Hell Apocalypse,,86,무형,무속성,Broken_Steel_Piece,53.35%,Steel,25.00%,Mystery_Piece,24.00%,Wheel,22.00%,Manteau_,0.20%,Elunium,0.05%,Life_Link,0.01%,Cardo,0.01%,,,,,,
1635,Eremes Guile,,87,악마,독,Lab_Staff_Record,20.00%,Krishna,0.01%,Pauldron,0.01%,Nail_Of_Loki,0.03%,Various_Jur,0.30%,Poison_Bottle,1.10%,Thief_Clothes_,0.02%,Eremes_Card,0.01%,,,,,,
1983,Depraved Orc Spirit,,87,언데드,불사,,,,,,,,,,,,,,,,,,,,,,
1511,Amon Ra,★MVP,88,인간형,땅,Spinx_Helm,1.50%,Safety_Ring,0.50%,Rojerta_Piece,77.60%,Elunium,38.80%,Old_Card_Album,4.00%,Tablet,0.10%,Yggdrasilberry,30.00%,Amon_Ra_Card,0.01%,Yggdrasilberry,55.00%,Seed_Of_Yggdrasil,35.00%,Crystal_Jewel__,55.00%
1626,Hellion Revenant,,88,악마,불사,Eye_Of_Hellion,80.00%,Eye_Of_Hellion,50.00%,Eye_Of_Hellion,30.00%,Eye_Of_Hellion,10.00%,Eye_Of_Hellion,5.00%,Eye_Of_Hellion,1.00%,,,,,,,,,,
1674,Monemus,,88,무형,불,Stone,20.00%,Stone_Heart,10.00%,,,,,,,,,,,,,,,,,,
1705,Despero of Thanatos,,88,언데드,유령,Brigan,10.00%,Crystal_Jewel_,5.00%,Crystal_Jewel__,1.00%,Piece_Of_Memory_Red,100.00%,Old_Card_Album,0.10%,Goibne's_Combat_Boots,10.00%,Tha_Despero_Card,0.01%,,,,,,,,
1710,Despero of Thanatos,,88,언데드,유령,Brigan,10.00%,Crystal_Jewel_,5.00%,Crystal_Jewel__,1.00%,,,,,,,,,,,,,,,,
1870,Necromancer,,88,언데드,불사,Clattering_Skull,30.00%,Lich_Bone_Wand,0.20%,Skel_Bone,45.00%,Mithril_Magic_Cape,0.10%,Blue_Gemstone,1.00%,Amulet,1.00%,Rent_Spell_Book,15.00%,Necromancer_Card,0.01%,,,,,,
1981,Safeguard Chief,,88,인간형,불,,,,,,,,,,,,,,,,,,,,,,
1671,Dimik,,89,무형,물,Old_Steel_Plate,20.00%,Transparent_Plate02,0.50%,Steel,3.00%,Mystery_Piece,3.00%,Thunder_P_,0.10%,Oridecon,0.10%,Imperial_Cooking_Kits,0.50%,Dimik_Card,0.01%,,,,,,
1688,Lady Tanee,★MVP,89,식물,바람,Agi_Dish10,50.00%,Tropical_Banana,40.00%,Fantastic_Cooking_Kits,10.00%,Banana_Hat,10.00%,Elunium,50.00%,Old_Violet_Box,20.00%,Kakkung_,60.00%,Lady_Tanee_Card,0.01%,Old_Violet_Box,55.00%,Dex_Dish10,50.00%,Crystal_Jewel__,20.00%
1720,Hydrolancer,,89,드래곤,어둠,Dragon's_Skin,40.00%,Dragon_Canine,40.00%,Tri_Headed_Dragon_Head,38.80%,Morpheus's_Hood,5.00%,Morrigane's_Helm,5.00%,Vit_Dish10,3.00%,Fricca_Circlet,5.00%,Hydro_Card,0.01%,,,,,,
1756,Hydrolancer,,89,드래곤,어둠,,,,,,,,,,,,,,,,,,,,,,
1768,Gloom Under Night,★MVP,89,무형,유령,Will_Of_Darkness_,70.00%,Blade_Lost_In_Darkness,40.00%,Old_Hilt,20.00%,Old_Card_Album,50.00%,Celestial_Robe,10.00%,Hurricane_Fury,1.00%,Gloom_Under_Night_Card,0.01%,,,Yggdrasilberry,55.00%,Old_Violet_Box,50.00%,Old_Violet_Box,50.00%
1958,Thorny Skeleton,,89,악마,어둠,,,,,,,,,,,,,,,,,,,,,,
1959,Thorn of Recovery,,89,악마,유령,,,,,,,,,,,,,,,,,,,,,,
1960,Thorn of Magic,,89,악마,어둠,,,,,,,,,,,,,,,,,,,,,,
1961,Thorn of Purification,,89,악마,어둠,,,,,,,,,,,,,,,,,,,,,,
1288,Emperium,,90,천사,성,,,,,,,,,,,,,,,,,,,,,,
1637,Margaretha Sorin,,90,인간형,성,Lab_Staff_Record,20.00%,Croce_Staff,0.02%,Rod_,2.00%,Hardback,0.10%,Holy_Robe,0.01%,Old_Blue_Box,0.50%,Muffler_,0.10%,Magaleta_Card,0.01%,,,,,,
1719,Detardeurus,★MVP,90,드래곤,어둠,Morpheus's_Armlet,10.00%,Morpheus's_Ring,10.00%,Treasure_Box,50.00%,Scale_Of_Red_Dragon,35.89%,Int_Dish10,10.00%,Pole_Axe,1.00%,Gemmed_Crown,5.00%,Detale_Card,0.01%,Old_Violet_Box,55.00%,Old_Blue_Box,50.00%,Crystal_Jewel__,20.00%
1733,Kiehl,,90,무형,어둠,,,,,,,,,,,,,,,,,,,,,,
1734,Kiel D-01,★MVP,90,무형,어둠,Pocket_Watch,30.00%,Old_Violet_Box,30.00%,Morrigane's_Pendant,10.00%,Glittering_Clothes,10.00%,Survival_Rod_,5.00%,Counter_Dagger,5.00%,Morrigane's_Belt,10.00%,Kiel_Card,0.01%,Old_Violet_Box,55.00%,Old_Blue_Box,50.00%,Old_Card_Album,20.00%
1846,Dream Metal,,90,무형,성,Dragonball_Yellow_,20.00%,,,,,,,,,,,,,,,,,,,,
1907,Guardian Stone,,90,무형,무속성,,,,,,,,,,,,,,,,,,,,,,
1908,Guardian Stone,,90,무형,무속성,,,,,,,,,,,,,,,,,,,,,,
1909,Food Storage,,90,무형,무속성,,,,,,,,,,,,,,,,,,,,,,
1910,Food Depot,,90,무형,무속성,,,,,,,,,,,,,,,,,,,,,,
1911,Neutrality Flag,,90,무형,무속성,,,,,,,,,,,,,,,,,,,,,,
1912,Lion Flag,,90,무형,무속성,,,,,,,,,,,,,,,,,,,,,,
1913,Eagle Flag,,90,무형,무속성,,,,,,,,,,,,,,,,,,,,,,
1914,Blue Crystal,,90,무형,무속성,,,,,,,,,,,,,,,,,,,,,,
1915,Pink Crystal,,90,무형,무속성,,,,,,,,,,,,,,,,,,,,,,
1930,Piamette,,90,인간형,무속성,,,,,,,,,,,,,,,,,,,,,,
1947,Piamette,,90,인간형,무속성,,,,,,,,,,,,,,,,,,,,,,
1957,Entweihen Crothen,,90,악마,어둠,Thorn_Staff,90.00%,Holy_Stick,90.00%,Celestial_Robe,90.00%,Lich_Bone_Wand,90.00%,Old_Card_Album,90.00%,Survival_Rod_,90.00%,Agate,90.00%,Ant_Buyanne_Card,0.01%,,,,,,
2026,Runaway Dandelion Member,,90,인간형,어둠,Old_Frying_Pan,50.00%,Delicious_Fish,5.00%,Spoon_Stub,20.00%,Mushroom,30.00%,Outdoor_Cooking_Kits,5.00%,Green_Herb,50.00%,Piece_Of_Egg_Shell,30.00%,Tree_Root,20.00%,,,,,,
2030,Hiden Priest,,90,악마,불사,Pope's_Cookie,50.00%,,,,,,,,,,,,,,,,,,,,
